elo1,elo2
1592.303,1593.097
1552.356,1605.316
1664.775,1586.31
1526.333,1495.352
1491.304,1529.831
1469.957,1478.161
1439.86,1565.828
1578.384,1422.362
1402.008,1563.273
1389.539,1433.278
1354.556,1656.527
1588.263,1658.308
1456.509,1528.337
1565.666,1397.348
1592.006,1458.744
1342.283,1672.701
1507.939,1437.98
1669.595,1539.074
1586.45,1605.528
1550.432,1569.13
1384.875,1445.772
1520.907,1513.196
1412.846,1341.488
1445.222,1530.381
1677.44,1409.971
1450.314,1337.537
1619.572,1616.815
1427.212,1578.139
1419.237,1527.302
1591.602,1421.262
1375.918,1426.43
1599.631,1644.785
1594.299,1524.013
1327.904,1680.537
1591.641,1406.875
1515.579,1368.191
1460.024,1614.37
1646.793,1592.348
1526.232,1527.921
1358.242,1596.419
1507.87,1411.933
1444.412,1421.905
1603.95,1619.063
1570.351,1597.884
1389.116,1409.385
1402.097,1525.528
1603.838,1320.63
1408.914,1497.732
1687.811,1514.474
1668.79,1625.353
1502.127,1407.467
1403.902,1523.149
1601.63,1518.315
1444.441,1587.429
1610.176,1354.06
1549.264,1679.49
1314.293,1462.415
1488.484,1381.307
1525.34,1621.383
1614.652,1346.735
1396.654,1504.89
1580.806,1391.279
1413.232,1576.662
1343.149,1701.277
1501.007,1439.141
1587.816,1306.192
1381.747,1470.516
1646.287,1618.238
1534.671,1378.791
1461.987,1404.335
1607.927,1366.872
1402.078,1559.901
1566.73,1590.338
1688.18,1501.734
1548.26,1540.574
1592.578,1572.727
1506.256,1414.627
1569.884,1435.847
1487.65,1663.275
1383.701,1526.132
1553.214,1482.62
1432.387,1389.841
1301.43,1610.754
1554.574,1425.812
1601.25,1500.437
1368.056,1635.34
1364.045,1582.578
1584.341,1437.636
1507.761,1654.585
1480.608,1416.438
1478.592,1476.117
1686.698,1405.79
1580.88,1568.39
1411.997,1617.231
1358.305,1291.191
1559.717,1646.837
1600.985,1543.385
1424.851,1435.86
1484.456,1356.559
1556.637,1464.227
1681.739,1620.993
1345.639,1485.023
1551.529,1608.668
1408,1653.092
1628.638,1489.046
1467.649,1432.475
1424.415,1456.781
1484.639,1363.012
1439.395,1686.021
1531.558,1566.206
1578.164,1470.07
1311.293,1436.296
1547.97,1596.752
1497.626,1601.299
1564.084,1338.204
1343.389,1591.903
1616.711,1614.652
1662.509,1520.143
1478.383,1553.723
1474.689,1348.504
1402.813,1571.983
1462.024,1431.316
1468.809,1349.999
1330.304,1642.995
1497.653,1534.023
1425.507,1586.211
1639.412,1544.041
1399.085,1603.323
1699.909,1624.579
1591.95,1398.582
1331.969,1564.902
1652.582,1491.021
1386.496,1526.815
1617.805,1382.58
1480.518,1385.454
1543.156,1676.676
1477.33,1464.995
1332.172,1355.494
1505.977,1604.037
1504.86,1619.827
1613.298,1605.189
1589.343,1353.715
1711.19,1530.871
1341.477,1406.529
1567.11,1412.821
1371.697,1479.721
1576.907,1530.587
1401.226,1594.496
1439.589,1495.555
1583.681,1309.969
1541.614,1370.417
1422.62,1661.087
1586.127,1722.536
1423.478,1377.697
1348.561,1632.36
1325.386,1482.516
1578.705,1502.736
1630.293,1689.245
1519.525,1541.006
1445.401,1588.171
1733.242,1301.441
1359.752,1305.48
1472.295,1562.45
1514.835,1342.987
1462.849,1447.484
1518.992,1406.759
1399.873,1406.016
1542.179,1401.302
1676.948,1592.659
1518.352,1552.279
1637.935,1643.878
1548.239,1575.421
1506.461,1675.661
1396.598,1652.688
1630.843,1483.711
1394.78,1299.603
1374.982,1411.109
1697.443,1427.81
1553.917,1520.754
1393.16,1484.678
1591.056,1532.59
1290.249,1546.883
1650.97,1479.655
1532.604,1459.579
1337.068,1586.92
1575.165,1616.919
1735.08,1482.523
1593.838,1357.597
1449.656,1482.208
1465.357,1406.548
1485.265,1473.407
1510.731,1448.486
1454.18,1539.047
1559.214,1383.925
1589.278,1563.77
1423.405,1501
1498.706,1552.097
1615.26,1414.961
1511.28,1649.781
1384.628,1538.289
1596.364,1691.283
1451.558,1607.638
1390.108,1439.141
1658.303,1602.335
1519.648,1566.249
1531.809,1621.456
1427.408,1492.246
1554.086,1404.757
1524.306,1428.066
1349.099,1507.114
1503.798,1361.415
1376.891,1526.498
1545.41,1561.502
1629.343,1408.765
1481.797,1668.815
1448.819,1638.723
1539.101,1574.305
1339.277,1365.094
1617.538,1516.936
1515.842,1460.712
1538.295,1515.751
1634.194,1589.289
1458.942,1375.502
1634.861,1441.658
1532.607,1546.795
1621.915,1512.935
1420.748,1349.371
1356.867,1380.793
1504.077,1435.926
1453.746,1533.751
1531.624,1519.07
1630.397,1641.727
1445.909,1323.577
1568.052,1445.537
1434.792,1477.578
1585.343,1531.016
1441.005,1398.603
1651.616,1510.789
1528.437,1481.465
1550.964,1520.295
1490.782,1641.856
1463.047,1643.355
1407.018,1545.355
1630.269,1539.906
1329.114,1515.719
1549.507,1580.129
1424.284,1306.439
1506.032,1567.962
1497.359,1548.978
1460.925,1665.045
1570.398,1330.642
1523.665,1370
1500.861,1451.473
1654.929,1453.999
1513.766,1509.235
1561.674,1522.213
1594.146,1522.807
1385.609,1465.527
1406.52,1513.452
1327.795,1481.808
1683.806,1646.51
1474.832,1443.138
1488.706,1573.244
1324.203,1502.94
1570.435,1608.453
1534.296,1667.111
1535.729,1511.298
1499.702,1573.407
1445.095,1496.082
1592.187,1442.164
1627.999,1406.042
1441.037,1614.013
1421.888,1306.594
1630.804,1445.732
1358.844,1510.608
1520.549,1309.901
1500.475,1534.821
1436.413,1580.04
1454.001,1335.749
1517.639,1425.239
1533.702,1477.531
1431.071,1303.243
1603.279,1586.213
1557.765,1510.597
1593.081,1425.698
1529.388,1475.737
1585.807,1699.511
1640.123,1430.581
1629.352,1474.24
1426.007,1563.584
1460.47,1500.18
1301.348,1554.968
1518.141,1530.987
1721.735,1564.572
1529.763,1369.399
1538.599,1504.944
1296.924,1640.172
1454.206,1625.823
1529.101,1411.891
1463.42,1437.39
1563.67,1550.764
1291.132,1540.592
1734.137,1458.917
1563.618,1503.328
1423.491,1493.622
1540.215,1448.548
1420.932,1420.352
1590.446,1535.11
1552.17,1477.319
1512.102,1579.324
1530.674,1586.408
1400.4,1485.511
1357.025,1649.772
1565.184,1644.3
1452.627,1737.974
1611.016,1396.872
1454.654,1557.583
1543.835,1598.469
1550.603,1542.137
1603.989,1469.783
1518.98,1487.437
1388.656,1461.587
1604.881,1292.796
1520.24,1274.141
1512.201,1567.903
1344.639,1523.111
1662.158,1574.952
1692.195,1607.695
1524.498,1488.118
1498.407,1436.435
1269.652,1511.254
1568.242,1381.243
1585.654,1619.043
1405.178,1681.864
1486.507,1555.246
1289.981,1524.729
1584.498,1455.08
1431.257,1574.917
1575.802,1567.387
1445.065,1495.606
1388.845,1495.163
1450.11,1391.614
1593.647,1480.182
1509.778,1572.967
1427.916,1568.937
1502.838,1472.817
1525.155,1591.409
1624.263,1589.468
1534.609,1358.853
1544.059,1280.101
1414.766,1611.05
1695.428,1300.724
1376.519,1430.53
1599.13,1506.926
1675.627,1510.141
1491.693,1698.319
1450.705,1509.705
1471.115,1467.895
1577.488,1627.773
1539.076,1546.735
1507.759,1683.014
1276.946,1297.833
1548.676,1370.609
1613.484,1383.757
1491.291,1398.043
1502.754,1582.537
1356.344,1536.009
1614.363,1448.177
1600.246,1547.215
1516.725,1595.999
1523.845,1702.086
1282.486,1395.609
1444.021,1292.293
1493.515,1677.776
1571.578,1488.688
1376.358,1489.569
1609.261,1514.233
1590.525,1595.722
1499.904,1375.628
1556.936,1618.519
1389.43,1445.495
1436.564,1512.236
1523.676,1620.883
1701.046,1641.807
1459.772,1642.332
1627.474,1503.704
1493.879,1470.245
1312.318,1484.902
1722.227,1463.898
1618.845,1365.989
1547.393,1509.543
1365.777,1420.127
1512.873,1617.805
1316.186,1356.129
1509.798,1502.228
1375.153,1533.647
1505.69,1558.773
1455.49,1547.429
1462.902,1494.582
1495.584,1570.308
1322.514,1632.578
1583.248,1406.777
1330.903,1468.54
1349.801,1527.479
1483.125,1334.319
1607.521,1730.635
1486.628,1576.955
1502.023,1455.001
1407.88,1536.984
1661.541,1498.6
1681.313,1528.901
1604.021,1492.484
1458.176,1425.569
1385.5,1462.588
1523.621,1541.006
1503.056,1455.498
1538.508,1534.529
1376.179,1596.03
1411.453,1519.491
1502.028,1419.492
1496.129,1575.76
1559.136,1536.883
1506.758,1693.753
1461.106,1433.773
1611.429,1515.751
1506.905,1572.131
1446.439,1424.039
1483.68,1488.612
1711.899,1546.918
1553.678,1511.065
1600.873,1629.603
1557.106,1364.408
1519.359,1512.115
1410.455,1555.413
1471.016,1420.463
1541.092,1507.522
1497.576,1474.416
1407.733,1425.291
1523.888,1476.012
1467.781,1619.202
1461.673,1535.365
1354.84,1400.104
1458.642,1493.052
1497.92,1453.342
1402.697,1611.274
1543.846,1550.694
1585.983,1458.215
1538.227,1520.897
1513.65,1402.38
1518.65,1566.674
1430.645,1433.264
1541.642,1565.764
1717.175,1496.109
1522.83,1414.886
1506.503,1417.329
1390.566,1490.099
1641.356,1386.853
1568.067,1565.854
1528.686,1428.971
1501.376,1595.298
1490.027,1525.463
1627.119,1446.579
1516.632,1340.057
1448.197,1445.627
1590.774,1449.886
1461.595,1578.948
1468.937,1599.678
1332.589,1554.972
1508.544,1488.72
1372.121,1516.126
1444.053,1471.201
1445.728,1524.666
1437.83,1596.001
1635.868,1552.621
1399.167,1491.988
1422.624,1690.454
1499.364,1524.101
1486.837,1425.394
1574.235,1570.193
1494.38,1461.441
1704.933,1489.832
1465.761,1583.284
1517.41,1428.416
1605.241,1584.156
1452.983,1491.433
1466.423,1386.064
1605.204,1408.144
1502.184,1440.983
1572.39,1550.711
1499.488,1530.841
1505.876,1599.438
1592.924,1372.469
1715.503,1610.415
1417.073,1534.946
1551.504,1508.966
1444.789,1624.973
1480.019,1435.45
1523.977,1317.368
1402.934,1479.262
1470.721,1564.424
1588.155,1528.754
1492.605,1728.1
1546.278,1312.407
1449.607,1511.032
1418.648,1389.592
1576.98,1472.446
1642.475,1458.164
1427.288,1441.597
1510.422,1528.938
1499.714,1472.447
1632.867,1406.355
1597.818,1484.051
1482.083,1547.566
1546.745,1591.071
1303.803,1738.622
1490.808,1554.883
1382.881,1493.779
1609.831,1458.354
1421.689,1560.755
1491.794,1467.312
1518.47,1470.549
1397.301,1596.769
1425.358,1611.319
1493.327,1520.14
1453.691,1622.214
1529.312,1398.421
1557.763,1485.404
1557.942,1527.515
1430.01,1516.378
1584.024,1398.899
1615.674,1438.875
1477.761,1579.874
1618.247,1495.968
1445.972,1301.279
1378.397,1455.704
1461.504,1533.681
1418.431,1641.921
1741.146,1473.701
1324.871,1447.971
1495.521,1422.38
1472.498,1352.421
1570.668,1497.926
1574.766,1612.835
1450.867,1510.691
1586.408,1481.681
1389.08,1618.16
1436.388,1463.07
1466.18,1484.748
1629.467,1538.653
1656.741,1748.667
1547.213,1559.709
1492.77,1583.664
1537.8,1582.862
1503.508,1480.97
1341.469,1396.515
1725.987,1403.61
1507.693,1457.006
1567.206,1584.456
1587.88,1485.732
1419.36,1620.395
1524.794,1442.453
1569.123,1564.581
1410.208,1343.949
1679.421,1436.764
1431.373,1458.158
1731.302,1561.351
1463.599,1559.311
1513.925,1520.879
1446.626,1562.509
1566.883,1415.72
1518.072,1324.838
1413.145,1447.832
1591.923,1432.657
1550.327,1339.768
1523.286,1553.797
1534.864,1579.907
1414.389,1584.779
1398.295,1473.811
1432.383,1683.528
1524.017,1537.474
1321.211,1611.326
1579.994,1484.414
1493.484,1552.125
1575.356,1521.699
1422.056,1417.842
1571.766,1529.425
1459.941,1505.317
1538.127,1740.528
1423.812,1401.036
1698.069,1471.008
1366.079,1387.692
1402.608,1497.33
1602.524,1503.445
1755.591,1558.582
1482.078,1507.054
1523.902,1372.304
1461.003,1452.846
1563.373,1540.23
1538.555,1521.261
1570.167,1708.074
1483.181,1434.361
1505.827,1308.822
1535.802,1541.171
1623.715,1523.064
1381.467,1387.052
1376.035,1390.488
1537.818,1555.884
1535.266,1561.161
1732.473,1521.793
1528.368,1302.088
1542.442,1501.203
1494.35,1367.658
1565.466,1432.243
1416.339,1562.318
1531.384,1363.166
1453.865,1545.768
1510.207,1512.561
1636.571,1591.89
1403.357,1555.181
1367.838,1400.861
1481.607,1722.282
1425.094,1536.968
1506.76,1545.056
1293.488,1493.393
1576.03,1398.321
1512.201,1470.752
1436.874,1498.589
1571.042,1652.431
1355.248,1352.48
1529.376,1733.136
1560.216,1543.126
1416.219,1572.615
1351.424,1428.591
1541.783,1562.621
1533.806,1742.065
1464.162,1300
1510.055,1515.789
1499.817,1496.155
1559.068,1393.793
1464.153,1377.48
1300,1421.405
1551.178,1435.271
1538.844,1556.484
1492.151,1675.847
1521.353,1564.936
1483.774,1432.63
1591.956,1524.531
1426.033,1537.517
1414.692,1513.879
1538.837,1638.011
1479.92,1445.067
1474.514,1294.703
1398.485,1282.988
1544.752,1471.337
1669.838,1521.459
1564.848,1507.01
1542.651,1398.703
1418.261,1485.156
1492.398,1516.211
1550.576,1568.841
1417.608,1443.147
1682.842,1469.46
1438.417,1600.276
1448.651,1543.639
1533.445,1534.601
1485.594,1458.86
1283.623,1434.457
1511.558,1425.525
1495.45,1445.534
1551.473,1498.338
1573.519,1566.765
1513.159,1679.739
1468.96,1459.145
1401.896,1272.944
1479.452,1549.441
1391.913,1408.53
1693.156,1517.097
1454.773,1516.574
1418.256,1561.316
1602.321,1620.436
1476.54,1415
1396.842,1402.612
1576.961,1588.526
1693.051,1464.83
1259.84,1565.496
1568.577,1523.053
1457.003,1546.851
1484.314,1451.566
1551.758,1460.316
1598.062,1499.847
1424.496,1414.03
1476.154,1704.889
1457.372,1564.167
1491.303,1505.364
1261.077,1441.196
1368.039,1624.695
1445,1478.089
1431.876,1441.618
1400.237,1570.456
1550.773,1584.955
1403.601,1506.675
1683.333,1504.004
1431.415,1251.187
1397.33,1700.509
1601.32,1499.454
1521.152,1375.724
1525.764,1247.634
1671.72,1574.149
1497.71,1579.622
1263.732,1575.697
1631.049,1457.413
1547.136,1418.871
1483.326,1474.052
1494.411,1430.67
1594.968,1436.224
1462.896,1426.119
1454.639,1361.685
1590.869,1560.031
1465.676,1513.341
1418.803,1416.643
1533.7,1424.275
1244.242,1363.176
1561.567,1528.826
1482.23,1692.926
1292.942,1529.157
1604.499,1438.781
1546.401,1684.302
1410.598,1606.232
1506.278,1472.372
1462.067,1555.987
1518.596,1606.917
1546.487,1354.257
1273.638,1430.63
1536.148,1410.02
1548.507,1285.951
1554.532,1611.293
1577.569,1540.773
1476.033,1682.56
1333.78,1586.2
1570.981,1492.595
1414.606,1525.61
1477.281,1502.985
1404.007,1512.823
1431.988,1543.369
1431.438,1394.21
1518.689,1705.093
1408.585,1503.677
1490.478,1597.325
1477.501,1345.089
1574.891,1512.832
1462.524,1311.609
1490.911,1455.53
1492.159,1330.78
1703.063,1392.66
1403.65,1461.576
1426.352,1487.739
1521.018,1542.518
1501.239,1515.561
1567.725,1503.357
1396.091,1586.075
1516.172,1428.697
1526.706,1444.715
1486.774,1495.077
1639.12,1403.049
1546.006,1592.646
1495.81,1572.242
1427.462,1438.446
1335.815,1438.665
1380.934,1511.042
1668.261,1335.467
1722.544,1507.995
1425.034,1510.204
1518.282,1522.679
1731.819,1625.122
1494.12,1436.53
1557.848,1547.752
1319.582,1394.352
1520.548,1647.287
1419.439,1378.607
1618.103,1461.794
1446.47,1463.569
1497.624,1594.667
1498.72,1546.387
1479.276,1387.498
1523.33,1465.592
1507.012,1436.141
1361.905,1406.87
1531.924,1502.801
1419.357,1541.418
1447.504,1573.676
1518.629,1498.322
1669.514,1447.417
1528.368,1458.178
1512.018,1451.861
1312.687,1533.949
1609.072,1685.27
1526.478,1483.22
1427.849,1291.615
1394.882,1422.319
1567.879,1671.671
1710.681,1675.427
1530.27,1546.132
1378.437,1526.274
1539.881,1473.386
1427.54,1565.447
1593.64,1430.884
1490.493,1539.765
1288.58,1395.329
1440.415,1390.337
1467.899,1504.455
1445.753,1306.755
1699.785,1416.879
1441.504,1528.762
1371.448,1541.799
1488.189,1583.661
1396.213,1452.707
1376.131,1511.322
1728.324,1357.443
1504.012,1274.675
1605.705,1409.235
1509.647,1416.897
1518.936,1508.498
1529.772,1418.819
1508.106,1454.621
1339.524,1409.963
1562.202,1657.784
1576.09,1466.253
1412.984,1555.803
1706.7,1505.161
1546.63,1519.646
1525.439,1379.661
1543.133,1401.105
1503.229,1492.642
1393.305,1714.287
1400.441,1497.984
1510.028,1445.432
1268.659,1494.148
1423.576,1497.575
1470.084,1325.911
1469.259,1405.406
1544.695,1589.52
1523.355,1680.361
1405.458,1614.498
1452.823,1568.293
1524.205,1675.292
1479.03,1593.844
1621.509,1475.927
1526.14,1551.101
1382.982,1516.841
1476.388,1426.112
1389.041,1422.037
1662.148,1481.935
1585.688,1255.957
1506.85,1531.236
1648.395,1486.827
1395.011,1392.731
1541.567,1373.864
1468.633,1512.707
1435.427,1320.069
1724.609,1555.198
1491.083,1464.592
1479.49,1547.003
1406.144,1591.72
1496.976,1732.351
1538.193,1449.398
1496.357,1544.17
1396.676,1547.456
1614.683,1632.843
1249.925,1414.402
1653.761,1501.733
1363.491,1539.048
1306.098,1458.191
1479.607,1481.462
1424.25,1402.847
1371.262,1664.593
1432.223,1476.846
1430.172,1497.907
1500.533,1359.989
1538.067,1407.607
1347.328,1584.731
1521.885,1494.228
1397.5,1444.728
1522.78,1471.472
1521.36,1554.717
1472.141,1509.154
1625.519,1486.204
1425.064,1608.536
1493.15,1597.606
1457.892,1531.468
1511.474,1654.254
1398.247,1540.198
1465.836,1535.785
1524.324,1454.054
1618.416,1456.971
1540.292,1402.976
1391.224,1487.11
1603.646,1460.133
1544.134,1422.157
1473.98,1462.243
1346.016,1547.427
1540.836,1448.936
1471.979,1514.507
1637.743,1420.071
1444.424,1547.312
1630.624,1544.936
1523.855,1554.924
1409.791,1460.123
1631.321,1563.4
1540.298,1390.899
1648.871,1556.5
1565.643,1330.044
1441.728,1372.803
1444.066,1467.881
1448.154,1372.535
1526.688,1552.369
1446.188,1615.624
1505.799,1434.356
1555.416,1536.65
1446.697,1544.815
1514.995,1621.251
1476.1,1648.09
1534.242,1502.167
1635.53,1546.911
1409.724,1503.098
1576.612,1667.656
1462.393,1356.856
1433.743,1352.138
1323.944,1408.849
1463.834,1537.715
1384.287,1426.282
1573.469,1571.742
1392.717,1390.867
1417.648,1393.165
1481.29,1444.948
1436.171,1539.336
1349.842,1514.772
1556.601,1643.105
1428.278,1601.657
1577.071,1522.507
1443.622,1642.611
1609.418,1421.979
1366.947,1555.119
1521.955,1304.516
1569.534,1605.454
1432.594,1469.406
1530.792,1586.126
1488.813,1661.036
1422.082,1505.328
1553.425,1571.466
1575.934,1411.317
1379.97,1620.079
1559.085,1425.196
1577.116,1482.62
1378.218,1381.995
1296.437,1437.425
1628.239,1594.25
1405.181,1518.356
1544.211,1524.401
1476.774,1365.653
1623.126,1403.613
1572.707,1408.535
1369.067,1272.991
1493.465,1530.034
1391.146,1465.653
1452.819,1551.862
1460.871,1582.07
1626.325,1409.055
1346.132,1582.962
1684.196,1634.396
1596.164,1459.88
1395.807,1385.427
1494.012,1405.45
1630.932,1384.949
1574.486,1401.689
1579.554,1473.831
1348.416,1377.57
1264.488,1509.302
1572.323,1559.31
1625.422,1402.061
1538.588,1633.318
1549.668,1432.359
1550.404,1494.609
1408.044,1257.771
1380.915,1606.936
1392.593,1360.654
1396.187,1365.331
1583.582,1609.054
1548.333,1420.874
1693.17,1373.19
1543.662,1634.966
1520.287,1516.02
1587.97,1508.031
1446.991,1517.896
1564.97,1631.297
1561.153,1533.098
1543.667,1451.349
1373.589,1493.916
1406.162,1410.751
1505.225,1580.795
1468.2,1369.934
1662.332,1602.085
1696.426,1492.853
1513.456,1487.347
1526.815,1580.028
1531.082,1516.296
1391.431,1638.198
1476.353,1366.823
1614.261,1347.086
1477.539,1558.069
1527.117,1612.607
1477.449,1487.266
1427.459,1622.339
1619.07,1475.451
1350.767,1389.453
1608.849,1703.934
1339.008,1390.055
1493.911,1486.202
1381.446,1536.192
1298.992,1553.466
1636.3,1538.959
1499.417,1497.995
1648.183,1628.117
1362.683,1520.654
1547.061,1355.91
1514.602,1485.345
1381.445,1467.558
1353.961,1360.693
1571.198,1462.048
1471.627,1523.004
1461.47,1291.539
1631.753,1467.88
1528.32,1380.941
1375.102,1497.157
1560.919,1626.642
1502.396,1474.408
1604.061,1521.526
1587.75,1363.431
1630.3,1376.79
1556.944,1518.643
1646,1681.03
1404.977,1577.157
1369.7,1354.272
1584.671,1284.886
1461.721,1478.246
1448.575,1362.886
1637.911,1490.745
1355.533,1656.031
1492.667,1659.521
1528.04,1468.123
1444.026,1670.999
1516.385,1484.137
1418.516,1351.769
1538.197,1516.726
1548.43,1637.39
1537.391,1596.908
1629.047,1535.66
1453.886,1591.618
1352.038,1618.083
1558.91,1430.229
1670.518,1490.472
1666.297,1486.081
1451.333,1590.77
1371.934,1461.851
1537.038,1544.83
1481.669,1431.55
1340.055,1345.267
1278.787,1496.012
1510.051,1516.215
1550.584,1485.979
1349.61,1650.16
1468.71,1570.141
1410.742,1642.336
1477.318,1379.354
1446.825,1397.391
1441.521,1502.478
1675.06,1682.28
1496.779,1466.422
1588.582,1260.872
1305.969,1337.694
1572.731,1493.286
1478.71,1573.394
1662.075,1573.522
1415.617,1522.372
1513.927,1386.96
1529.487,1603.983
1494.581,1478.262
1255.714,1532.718
1402.451,1491.466
1369.208,1362.091
1603.129,1383.909
1650.627,1593.74
1653.116,1560.397
1430.387,1704.224
1418.99,1502.881
1573.074,1506.133
1513.612,1446.523
1498.199,1274.455
1587.754,1632.469
1481.896,1460.307
1465.001,1549.222
1387.99,1326.856
1445.798,1581.518
1376.736,1453.439
1537.527,1547.104
1610.302,1562.141
1488.765,1532.103
1718.438,1528.547
1441.104,1343.309
1458.663,1662.727
1252.832,1476.697
1550.786,1480.767
1535.599,1409.942
1431.588,1514.18
1483.974,1662.849
1658.082,1416.173
1410.607,1488.671
1525.546,1501.855
1585.385,1521.825
1507.049,1434.267
1574.732,1519.466
1441.687,1393.367
1429.843,1383.388
1491.063,1494.983
1574.086,1493.221
1461.954,1524.125
1534.93,1577.939
1509.081,1331.957
1475.634,1606.602
1479.509,1515.287
1688.087,1491.545
1426.139,1614.818
1377.181,1546.441
1403.975,1515.177
1482.754,1542.112
1457.873,1501.093
1479.344,1594.199
1495.303,1488.779
1447.622,1581.143
1506.702,1492.043
1365.609,1473.108
1397.921,1485.289
1497.299,1696.877
1498.051,1560.768
1443.117,1592.651
1502.754,1501.547
1367.802,1494.262
1468.63,1435.556
1615.315,1436.795
1686.769,1517.066
1452.025,1420.453
1510.039,1503.314
1496.442,1555.82
1556.236,1523.411
1621.517,1379.896
1463.058,1434.496
1591.969,1342.275
1553.889,1445.846
1595.111,1507.407
1488.305,1407.262
1586.34,1525.048
1626.31,1484.657
1693.43,1520.12
1425.801,1453.915
1625.074,1425.15
1334.176,1479.035
1376.339,1508.641
1465.217,1465.922
1600.069,1353.423
1559.527,1510.405
1481.679,1443.639
1521.024,1504.93
1345.1,1638.87
1472.096,1384.858
1598.914,1414.408
1441.58,1700.534
1569.262,1477.993
1453.146,1488.181
1513.015,1503.604
1432.826,1371.631
1500.123,1446.89
1487.814,1437.137
1575.093,1436.115
1563.62,1538.14
1542.126,1608.392
1433.12,1530.589
1473.669,1504.834
1494.515,1482.639
1403.299,1360.583
1659.475,1578.089
1401.052,1428.708
1519.779,1428.246
1494.838,1576.747
1443.874,1610.023
1518.907,1467.658
1486.03,1581.982
1470.508,1420.117
1647.282,1635.816
1426.926,1462.519
1384.343,1669.588
1531.628,1515.938
1536.783,1515.847
1612.415,1511.919
1379.539,1336.687
1446.833,1509.488
1529.316,1382.926
1634.672,1428.105
1567.976,1465.235
1411.165,1416.396
1552.074,1591.377
1562.098,1506.375
1363.305,1644.058
1449.187,1534.531
1390.727,1533.896
1574.974,1553.148
1511.405,1492.284
1418.719,1479.459
1352.922,1500.686
1421.79,1629.667
1480.19,1670.684
1494.418,1397.161
1436.835,1568.478
1378.346,1494.667
1389.876,1470.053
1506.227,1650.892
1520.173,1354.818
1485.12,1366.786
1396.434,1583.353
1333.435,1652.545
1517.322,1369.421
1501.702,1586.666
1555.202,1541.455
1501.744,1499.982
1521.806,1551.945
1535.259,1426.006
1557.713,1381.575
1603.041,1672.355
1358.227,1509.099
1346.071,1382.636
1495.864,1532.793
1528.919,1480.443
1406.495,1513.228
1364.874,1498.625
1661.256,1521.283
1701.377,1486.367
1353.281,1503.817
1569.934,1574.019
1448.416,1448.037
1663.26,1579.27
1501.702,1526.855
1597.152,1569.802
1358.64,1513.941
1508.448,1559.61
1567.669,1389.225
1667.218,1549.873
1708.453,1370.067
1343.157,1390.532
1548.936,1607.001
1472.967,1515.321
1520.208,1459.375
1584.343,1379.035
1459.49,1322.72
1559.953,1437.078
1479.621,1521.869
1540.689,1479.291
1478.101,1674.861
1420.105,1462.662
1372.582,1446.533
1578.146,1560.267
1459.713,1590.795
1313.79,1712.073
1575.393,1494.509
1580.545,1684.244
1452.025,1436.242
1366.448,1336.496
1345.968,1536.263
1506.981,1378.748
1576.926,1419.899
1690.299,1532.847
1536.085,1591.955
1533.049,1476.104
1362.256,1365.751
1419.121,1368.273
1351.263,1565.607
1408.458,1587.822
1498.635,1342.283
1683.58,1588.378
1340.687,1524.168
1562.432,1551.199
1467.853,1551.873
1463.646,1588.366
1516.48,1592.968
1698.978,1410.477
1482.08,1457.954
1550.035,1517.456
1671.82,1477.79
1570.518,1502.885
1511.087,1380.598
1387.613,1571.691
1437.149,1479.541
1536.569,1342.56
1562.916,1399.782
1610.203,1703.12
1406.335,1682.892
1572.937,1329.831
1521.63,1536.272
1466.718,1540.694
1480.321,1433.364
1499.244,1385.448
1545.861,1328.286
1540.185,1701.44
1426.167,1541.197
1375.243,1519.276
1395.562,1465.892
1364.47,1459.342
1567.135,1576.466
1649.409,1438.151
1396.346,1418.8
1569.262,1527.215
1368.21,1354.871
1457.348,1326.303
1487.519,1491.601
1584.061,1692.881
1663.914,1520.374
1566.301,1721.251
1532.205,1510.919
1599.602,1612.596
1520.543,1537.247
1447.226,1458.577
1416.727,1502.224
1427.527,1543.999
1541.951,1739.078
1465.141,1501.174
1362.754,1578.532
1367.919,1659.742
1381.215,1396.285
1509.87,1517.944
1341.867,1357.272
1420.897,1548.474
1427.818,1444.728
1674.418,1664.346
1523.375,1365.005
1757.653,1411.31
1333.014,1458.686
1483.958,1428.47
1482.357,1546.22
1642.343,1355.799
1526.215,1462.925
1671.863,1366.126
1501.599,1419.278
1419.757,1560.217
1452.789,1696.421
1506.446,1412.494
1490.481,1628.904
1511.57,1447.117
1522.008,1583.293
1449.352,1562.777
1487.429,1462.977
1433.254,1541.538
1495.6,1515.302
1472.244,1401.489
1677.695,1511.487
1438.541,1498.831
1605.956,1435.58
1400.723,1440.233
1441.491,1409.32
1509.508,1524.14
1543.595,1514.999
1460.792,1506.548
1590.508,1471.303
1654.355,1570.894
1486.359,1421.789
1665.236,1492.162
1500.156,1469.042
1689.026,1497.202
1547.493,1617.236
1413.805,1536.446
1522.219,1430.168
1560.012,1415.153
1437.006,1464.047
1462.065,1431.823
1424.3,1558.294
1580.306,1427.299
1545.552,1381.572
1541.86,1410.788
1500.3,1599.745
1370.114,1410.901
1419.698,1396.873
1494.88,1696.333
1565.695,1467.7
1599.034,1443.072
1532.689,1587.539
1553.378,1474.318
1573.361,1509.576
1426.188,1401.804
1441.417,1676.187
1557.009,1468.504
1489.896,1420.066
1541.177,1481.211
1453.518,1482.617
1448.35,1708.595
