0,0,Round 1,Round 1,0,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Advanced,Advanced,Advanced,Advanced
Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
39,NYK,Lavor Postell\postela01,St. John's University,3,61,446,195,45,13,0.335,0.25,0.795,7.3,3.2,0.7,0.2,-0.2,-0.025,-8.6,-0.7
40,ATL,Hanno Mottola\mottoha01,University of Utah,2,155,2360,715,442,75,0.442,0.063,0.783,15.2,4.6,2.9,0.5,0.9,0.019,-5.8,-2.3
41,SAS,Chris Carrawell,Duke University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,SEA,Olumide Oyedeji\oyedeol01,0,3,93,587,127,196,11,0.495,0,0.659,6.3,1.4,2.1,0.1,1.2,0.095,-4.7,-0.4
43,MIL,Michael Redd\reddmi01,Ohio State University,12,629,20104,11972,2411,1338,0.447,0.38,0.838,32,19,3.8,2.1,55.9,0.134,0.9,14.9
44,DET,Brian Cardinal\cardibr01,Purdue University,12,456,6477,2108,1050,465,0.408,0.372,0.861,14.2,4.6,2.3,1,15.4,0.114,0.7,4.5
45,SAC,Jabari Smith\smithja01,Louisiana State University,4,108,1063,329,178,66,0.413,0.125,0.69,9.8,3,1.6,0.6,1.3,0.058,-4,-0.5
46,TOR,DeeAndre Hulett,College of the Sequoias,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,SEA,Josip Sesar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,PHI,Mark Karcher,Temple University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,MIL,Jason Hart\hartja01,Syracuse University,9,341,5289,1623,567,774,0.417,0.315,0.788,15.5,4.8,1.7,2.3,8.6,0.078,-1.7,0.3
50,UTA,Kaniel Dickens\dickeka01,University of Idaho,3,19,85,22,12,2,0.4,0.333,0.75,4.5,1.2,0.6,0.1,0.1,0.055,-5,-0.1
51,MIN,Igor Rakocevic\rakocig01,0,1,42,244,78,17,33,0.379,0.417,0.806,5.8,1.9,0.4,0.8,0.1,0.022,-7.1,-0.3
52,MIA,Ernest Brown\browner01,Indian Hills Community College,1,3,21,3,6,0,0.167,0,0.25,7,1,2,0,-0.2,-0.349,-24.7,-0.1
53,DEN,Dan McClintock\mcclida01,Northern Arizona University,1,6,58,18,17,1,0.5,0,0,9.7,3,2.8,0.2,0,0.007,-6.6,-0.1
54,SAS,Cory Hightower,Indian Hills Community College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,GSW,Chris Porter\portech01,Auburn University,1,51,1147,440,189,61,0.389,0,0.667,22.5,8.6,3.7,1.2,0.2,0.008,-4.6,-0.8
56,IND,Jaquay Walls,University of Colorado,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,ATL,Scoonie Penn,Ohio State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,DAL,Pete Mickeal,University of Cincinnati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,CHI,Elton Brand\brandel01,Duke University,17,1058,34910,16827,9040,2184,0.5,0.095,0.736,33,15.9,8.5,2.1,109.6,0.151,3.1,45.2
2,VAN,Steve Francis\francst01,University of Maryland,9,576,21632,10446,3215,3473,0.429,0.341,0.797,37.6,18.1,5.6,6,54.1,0.12,3.2,28.2
3,CHH,Baron Davis\davisba01,University of California Los Angeles,13,835,28592,13447,3183,6025,0.409,0.32,0.711,34.2,16.1,3.8,7.2,63.1,0.106,2.7,34.1
4,LAC,Lamar Odom\odomla01,University of Rhode Island,14,961,32131,12781,8059,3554,0.463,0.312,0.693,33.4,13.3,8.4,3.7,77,0.115,2.5,36.3
5,TOR,Jonathan Bender\bendejo01,0,8,262,3847,1453,582,170,0.417,0.34,0.763,14.7,5.5,2.2,0.6,3.8,0.047,-3.5,-1.5
6,MIN,Wally Szczerbiak\szczewa02,Miami University,10,651,20052,9195,2602,1532,0.485,0.406,0.86,30.8,14.1,4,2.4,53.3,0.127,0.5,12.8
7,WAS,Richard Hamilton\hamilri01,University of Connecticut,14,921,29559,15708,2852,3125,0.449,0.346,0.852,32.1,17.1,3.1,3.4,62.8,0.102,-0.6,10.5
8,CLE,Andre Miller\millean02,University of Utah,17,1304,40268,16278,4795,8524,0.461,0.217,0.807,30.9,12.5,3.7,6.5,100.8,0.12,1.1,31.7
9,PHO,Shawn Marion\mariosh01,University of Nevada Las Vegas,16,1163,40097,17700,10101,2198,0.484,0.331,0.81,34.5,15.2,8.7,1.9,124.9,0.15,3.2,52.1
10,ATL,Jason Terry\terryja01,University of Arizona,19,1410,42034,18881,3274,5415,0.444,0.38,0.845,29.8,13.4,2.3,3.8,102,0.116,1.2,34.1
11,CLE,Trajan Langdon\langdtr01,Duke University,3,119,1738,647,159,152,0.416,0.396,0.91,14.6,5.4,1.3,1.3,2.9,0.079,-1.9,0.1
12,TOR,Aleksandar Radojevic\radojal01,Barton County Community College,2,15,152,26,36,7,0.308,0,0.625,10.1,1.7,2.4,0.5,-0.4,-0.13,-9.4,-0.3
13,SEA,Corey Maggette\maggeco01,Duke University,14,827,23358,13198,4022,1696,0.453,0.324,0.822,28.2,16,4.9,2.1,62.2,0.128,-0.4,9.5
14,MIN,William Avery\averywi01,Duke University,3,142,1205,379,93,199,0.33,0.255,0.714,8.5,2.7,0.7,1.4,-0.9,-0.034,-7.2,-1.6
15,NYK,Frederic Weis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,CHI,Metta World Peace\artesro01,St. John's University,17,991,31440,13058,4448,2631,0.414,0.339,0.715,31.7,13.2,4.5,2.7,61.1,0.093,1.8,29.9
17,ATL,Cal Bowdler\bowdlca01,Old Dominion University,3,142,1383,424,272,29,0.404,0.182,0.768,9.7,3,1.9,0.2,1.8,0.061,-4.7,-0.9
18,DEN,James Posey\poseyja01,Xavier University,12,864,23260,7419,4061,1413,0.41,0.349,0.82,26.9,8.6,4.7,1.6,51.6,0.107,1.2,18.8
19,UTA,Quincy Lewis\lewisqu01,University of Minnesota,4,159,1853,567,210,96,0.397,0.333,0.71,11.7,3.6,1.3,0.6,0.8,0.02,-4,-0.9
20,ATL,Dion Glover\glovedi01,Georgia Institute of Technology,6,294,6132,2407,897,455,0.411,0.317,0.756,20.9,8.2,3.1,1.5,5.8,0.045,-2.4,-0.7
21,GSW,Jeff Foster\fosteje01,Texas State University,13,764,15750,3747,5248,703,0.497,0.13,0.615,20.6,4.9,6.9,0.9,47.5,0.145,1.3,13
22,HOU,Kenny Thomas\thomake01,University of New Mexico,11,632,17306,5876,4341,975,0.465,0.244,0.699,27.4,9.3,6.9,1.5,31.2,0.086,-0.5,6.6
23,LAL,Devean George\georgde01,Augsburg College,11,630,11682,3536,1975,543,0.392,0.343,0.721,18.5,5.6,3.1,0.9,18.2,0.075,-1.2,2.5
24,UTA,Andrei Kirilenko\kirilan01,0,13,797,23916,9431,4352,2169,0.474,0.31,0.754,30,11.8,5.5,2.7,75.4,0.151,5,42.4
25,MIA,Tim James\jamesti01,University of Miami,3,43,261,68,46,11,0.329,0.333,0.652,6.1,1.6,1.1,0.3,0,-0.003,-7.1,-0.3
26,IND,Vonteego Cummings\cummivo01,University of Pittsburgh,3,199,3789,1381,373,534,0.383,0.321,0.726,19,6.9,1.9,2.7,2.2,0.028,-2.9,-0.9
27,ATL,Jumaine Jones\jonesju01,University of Georgia,8,471,9780,3325,1987,408,0.424,0.349,0.704,20.8,7.1,4.2,0.9,15.1,0.074,-1,2.4
28,UTA,Scott Padgett\padgesc01,University of Kentucky,8,448,5613,1874,1227,325,0.41,0.373,0.736,12.5,4.2,2.7,0.7,13.2,0.113,-0.1,2.7
29,SAS,Leon Smith\smithle01,0,2,15,104,33,33,3,0.393,0,0.647,6.9,2.2,2.2,0.2,0.2,0.112,-4.3,-0.1
30,LAL,John Celestand\celesjo01,Villanova University,1,16,185,37,11,20,0.333,0.222,0.833,11.6,2.3,0.7,1.3,-0.1,-0.038,-7.4,-0.3
31,LAC,Rico Hill,Illinois State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,CHI,Michael Ruffin\ruffimi01,University of Tulsa,9,414,5966,716,1632,250,0.407,0,0.459,14.4,1.7,3.9,0.6,6.8,0.055,-1.2,1.2
33,DEN,Chris Herren\herrech01,California State University Fresno,2,70,1005,224,73,167,0.336,0.328,0.692,14.4,3.2,1,2.4,0.5,0.025,-5.6,-0.9
34,NJN,Evan Eschmeyer\eschmev01,Northwestern University,4,153,2138,421,601,76,0.463,0,0.621,14,2.8,3.9,0.5,4,0.09,-1.1,0.5
35,WAS,Calvin Booth\boothca01,Pennsylvania State University,10,366,4477,1190,1010,151,0.451,0.222,0.748,12.2,3.3,2.8,0.4,8,0.086,-1.3,0.8
36,DAL,Wang Zhizhi\zhizhwa01,0,5,137,1256,604,231,39,0.417,0.385,0.735,9.2,4.4,1.7,0.3,2.1,0.078,-4.3,-0.7
37,VAN,Obinna Ekezie\ekeziob01,University of Maryland,4,143,1516,510,383,31,0.423,0,0.72,10.6,3.6,2.7,0.2,1.7,0.054,-6.1,-1.5
38,ORL,Laron Profit\profila01,University of Maryland,4,135,1537,441,209,166,0.419,0.236,0.712,11.4,3.3,1.5,1.2,0.7,0.021,-3.4,-0.5
39,CLE,A.J. Bramlett\bramlaj01,University of Arizona,1,8,61,8,22,0,0.19,0,0,7.6,1,2.8,0,-0.2,-0.129,-16.8,-0.2
40,DAL,Gordan Giricek\giricgo01,0,6,384,8824,3670,941,584,0.442,0.368,0.823,23,9.6,2.5,1.5,8,0.044,-3.1,-2.5
41,DEN,Francisco Elson\elsonfr01,University of California,9,472,7207,1726,1638,260,0.478,0.188,0.7,15.3,3.7,3.5,0.6,11.7,0.078,-1.6,0.8
42,MIN,Louis Bullock,University of Michigan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,CHH,Lee Nailon\nailole01,Texas Christian University,6,306,5820,2622,936,298,0.474,0.111,0.786,19,8.6,3.1,1,8,0.066,-3.1,-1.5
44,HOU,Tyrone Washington,Mississippi State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,SAC,Ryan Robertson\roberry01,University of Kansas,1,1,25,5,0,0,0.333,0,1,25,5,0,0,0,-0.022,-8.4,0
46,NYK,J.R. Koch,University of Iowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,PHI,Todd MacCulloch\maccuto01,University of Washington,4,223,3439,1369,888,121,0.541,0,0.642,15.4,6.1,4,0.5,11.9,0.166,0.2,1.9
48,MIL,Galen Young,University of North Carolina at Charlotte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,CHI,Lari Ketner\ketnela01,University of Massachusetts Amherst,2,25,139,34,34,2,0.406,0,0.667,5.6,1.4,1.4,0.1,0,-0.015,-11.2,-0.3
50,HOU,Venson Hamilton\hamilve01,University of Nebraska,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,VAN,Antwain Smith,Saint Paul's College,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,POR,Roberto Bergersen,Boise State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,MIA,Rodney Buford\buforro01,Creighton University,5,230,4182,1472,598,179,0.412,0.3,0.758,18.2,6.4,2.6,0.8,2.9,0.033,-4.6,-2.8
54,DET,Melvin Levett,University of Cincinnati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,BOS,Kris Clack,University of Texas at Austin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,GSW,Tim Young\youngti01,Stanford University,1,25,137,54,35,5,0.333,0,0.778,5.5,2.2,1.4,0.2,0.2,0.058,-7.9,-0.2
57,SAS,Manu Ginobili\ginobma01,0,16,1057,26859,14043,3697,4001,0.447,0.369,0.827,25.4,13.3,3.5,3.8,106.4,0.19,4.9,47.1
58,UTA,Eddie Lucas,Virginia Polytechnic Institute and State University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,LAC,Michael Olowokandi\olowomi01,University of the Pacific,9,500,13129,4135,3414,327,0.435,0,0.597,26.3,8.3,6.8,0.7,2.5,0.009,-4.5,-8.3
2,VAN,Mike Bibby\bibbymi01,University of Arizona,14,1001,33962,14698,3103,5517,0.436,0.379,0.802,33.9,14.7,3.1,5.5,73.2,0.104,0.5,21.1
3,DEN,Raef LaFrentz\lafrera01,University of Kansas,10,563,14545,5690,3423,606,0.466,0.363,0.711,25.8,10.1,6.1,1.1,39.4,0.13,1.5,12.8
4,TOR,Antawn Jamison\jamisan01,University of North Carolina,16,1083,37638,20042,8157,1761,0.451,0.346,0.724,34.8,18.5,7.5,1.6,87.8,0.112,-0.2,17.4
5,GSW,Vince Carter\cartevi01,University of North Carolina,21,1461,45034,25238,6429,4631,0.437,0.373,0.798,30.8,17.3,4.4,3.2,124.7,0.133,2.8,54.8
6,DAL,Robert Traylor\traylro01,University of Michigan,7,438,6243,2085,1640,312,0.474,0.167,0.577,14.3,4.8,3.7,0.7,13.3,0.102,0.3,3.6
7,SAC,Jason Williams\willija02,University of Florida,12,788,23188,8266,1810,4611,0.398,0.327,0.813,29.4,10.5,2.3,5.9,38.5,0.08,-0.7,7.8
8,PHI,Larry Hughes\hughela01,Saint Louis University,13,727,22368,10242,3039,2290,0.406,0.309,0.757,30.8,14.1,4.2,3.1,32.3,0.069,-0.3,9.7
9,MIL,Dirk Nowitzki\nowitdi01,0,21,1500,50928,31340,11388,3628,0.472,0.382,0.879,34,20.9,7.6,2.4,206.2,0.194,3.2,66.7
10,BOS,Paul Pierce\piercpa01,University of Kansas,19,1343,45880,26397,7527,4708,0.445,0.368,0.806,34.2,19.7,5.6,3.5,150,0.157,3.3,61.5
11,DET,Bonzi Wells\wellsbo01,Ball State University,10,591,15133,7147,2737,1249,0.46,0.327,0.697,25.6,12.1,4.6,2.1,29.4,0.093,0.4,9.3
12,ORL,Michael Doleac\doleami01,University of Utah,10,587,8789,2882,1955,343,0.439,0.125,0.791,15,4.9,3.3,0.6,12.7,0.07,-3.7,-3.8
13,ORL,Keon Clark\clarkke01,University of Nevada Las Vegas,6,353,7971,2882,2096,322,0.5,0.053,0.645,22.6,8.2,5.9,0.9,18.2,0.11,-0.1,3.8
14,HOU,Michael Dickerson\dickemi01,University of Arizona,5,212,7490,3257,609,553,0.432,0.402,0.784,35.3,15.4,2.9,2.6,9.6,0.061,-1.2,1.6
15,ORL,Matt Harpring\harprma01,Georgia Institute of Technology,11,665,17584,7645,3366,907,0.481,0.333,0.753,26.4,11.5,5.1,1.4,41.9,0.114,-0.1,8.3
16,HOU,Bryce Drew\drewbr01,Valparaiso University,6,243,3970,1081,295,524,0.382,0.371,0.83,16.3,4.4,1.2,2.2,2.4,0.03,-4.6,-2.6
17,MIN,Rasho Nesterovic\nestera01,0,12,811,17983,5519,4143,836,0.502,0.077,0.585,22.2,6.8,5.1,1,39.9,0.107,0.4,11
18,HOU,Mirsad Turkcan\turkcmi01,0,1,17,90,33,33,5,0.368,0,0.625,5.3,1.9,1.9,0.3,0,-0.019,-6,-0.1
19,MIL,Pat Garrity\garripa01,University of Notre Dame,10,552,11062,4017,1457,443,0.417,0.398,0.806,20,7.3,2.6,0.8,18.7,0.081,-1.8,0.7
20,ATL,Roshown McLeod\mcleoro01,Duke University,3,113,2130,817,308,124,0.409,0.111,0.819,18.8,7.2,2.7,1.1,0.2,0.004,-5,-1.6
21,CHH,Ricky Davis\davisri01,University of Iowa,12,736,21927,9912,2550,2426,0.446,0.361,0.781,29.8,13.5,3.5,3.3,28,0.061,-0.8,6.5
22,LAC,Brian Skinner\skinnbr01,Baylor University,14,608,10910,2876,2841,288,0.494,0.333,0.566,17.9,4.7,4.7,0.5,15.8,0.07,-2.4,-1
23,DEN,Tyronn Lue\luety01,University of Nebraska,11,554,12564,4710,943,1727,0.437,0.391,0.829,22.7,8.5,1.7,3.1,19.7,0.075,-2.8,-2.5
24,SAS,Felipe Lopez\lopezfe01,St. John's University,4,249,4145,1448,604,252,0.432,0.327,0.659,16.6,5.8,2.4,1,3.1,0.036,-2.7,-0.7
25,IND,Al Harrington\harrial01,0,16,981,28009,13237,5482,1649,0.444,0.352,0.727,28.6,13.5,5.6,1.7,42.5,0.073,-1.2,5.5
26,LAL,Sam Jacobson\jacobsa01,University of Minnesota,3,68,752,283,80,36,0.511,0.36,0.739,11.1,4.2,1.2,0.5,1.1,0.071,-3.5,-0.3
27,SEA,Vladimir Stepania\stepavl01,0,6,270,3726,1118,1180,94,0.425,0.133,0.536,13.8,4.1,4.4,0.3,5.2,0.067,-3.9,-1.8
28,CHI,Corey Benjamin\benjaco01,Oregon State University,4,153,2191,835,259,143,0.39,0.289,0.652,14.3,5.5,1.7,0.9,-0.9,-0.019,-5.6,-2
29,UTA,Nazr Mohammed\mohamna01,University of Kentucky,18,1005,15891,5827,4708,375,0.486,0,0.64,15.8,5.8,4.7,0.4,34.3,0.104,-2.5,-2
30,DAL,Ansu Sesay\sesayan01,University of Mississippi,4,127,1301,401,223,62,0.434,0.276,0.64,10.2,3.2,1.8,0.5,1.4,0.051,-3.3,-0.4
31,LAL,Ruben Patterson\patteru01,University of Cincinnati,10,649,15955,6953,2697,1150,0.517,0.179,0.641,24.6,10.7,4.2,1.8,35.1,0.106,0.9,11.8
32,SEA,Rashard Lewis\lewisra02,0,16,1049,33541,15579,5433,1765,0.452,0.386,0.805,32,14.9,5.2,1.7,90.9,0.13,2,34.1
33,SEA,Jelani McCoy\mccoyje01,University of California Los Angeles,8,260,3824,1200,921,135,0.539,0,0.49,14.7,4.6,3.5,0.5,5.1,0.064,-3.1,-1.1
34,CHI,Shammond Williams\willish01,University of North Carolina,7,325,5351,1892,518,765,0.401,0.366,0.798,16.5,5.8,1.6,2.4,8.8,0.079,-2.3,-0.4
35,DAL,Bruno Sundov\sundobr01,0,7,102,524,173,107,18,0.356,0.208,0.526,5.1,1.7,1,0.2,-0.7,-0.062,-9.7,-1
36,SAC,Jerome James\jamesje01,Florida Agricultural and Mechanical University,9,358,4771,1540,1099,118,0.485,0,0.617,13.3,4.3,3.1,0.3,2.9,0.029,-3.1,-1.3
37,PHI,Casey Shaw\shawca01,University of Toledo,1,9,14,2,3,0,0.125,0,0,1.6,0.2,0.3,0,-0.1,-0.498,-27.8,-0.1
38,NYK,DeMarco Johnson\johnsde02,University of North Carolina at Charlotte,1,5,37,6,7,0,0.333,0,0,7.4,1.2,1.4,0,-0.1,-0.091,-11.9,-0.1
39,MIL,Rafer Alston\alstora01,California State University Fresno,11,671,19392,6799,1891,3202,0.383,0.354,0.729,28.9,10.1,2.8,4.8,32.9,0.081,0.2,10.9
40,DET,Korleone Young\youngko01,0,1,3,15,13,4,1,0.5,0.25,1,5,4.3,1.3,0.3,0.1,0.28,6,0
41,HOU,Cuttino Mobley\moblecu01,University of Rhode Island,11,747,27618,11964,2902,2015,0.433,0.378,0.835,37,16,3.9,2.7,52.2,0.091,0.2,15.3
42,ORL,Miles Simon\simonmi01,University of Arizona,1,5,19,2,2,0,0.2,0,0,3.8,0.4,0.4,0,-0.1,-0.289,-15.5,-0.1
43,WAS,Jahidi White\whiteja01,Georgetown University,7,334,5913,1954,1944,63,0.51,0,0.534,17.7,5.9,5.8,0.2,10.4,0.085,-3.8,-2.7
44,NYK,Sean Marks\marksse01,University of California,11,230,2275,638,501,50,0.448,0.2,0.665,9.9,2.8,2.2,0.2,2.6,0.055,-4.9,-1.7
45,LAL,Toby Bailey\baileto01,University of California Los Angeles,2,73,698,241,126,43,0.407,0.2,0.692,9.6,3.3,1.7,0.6,1,0.072,-4,-0.3
46,MIN,Andrae Patterson\pattean01,Indiana University,2,40,304,120,67,16,0.455,0,0.778,7.6,3,1.7,0.4,0.7,0.114,-0.5,0.1
47,TOR,Tyson Wheeler\wheelty01,University of Rhode Island,1,1,3,4,0,2,1,1,0.5,3,4,0,2,0.1,1.367,19.6,0
48,CLE,Ryan Stack\stackry01,University of South Carolina,2,43,397,99,79,10,0.352,0,0.787,9.2,2.3,1.8,0.2,0.2,0.028,-4.6,-0.3
49,ATL,Cory Carr\carrco01,Texas Tech University,1,42,624,171,49,66,0.329,0.167,0.75,14.9,4.1,1.2,1.6,-1.2,-0.089,-8.8,-1.1
50,CHH,Andrew Betts,California State University Long Beach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,MIA,Corey Brewer,University of Oklahoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,SAS,Derrick Dial\dialde01,Eastern Michigan University,4,82,687,253,133,63,0.372,0.19,0.672,8.4,3.1,1.6,0.8,0.6,0.045,-3.5,-0.3
53,DAL,Greg Buckner\buckngr01,Clemson University,10,570,10895,2878,1593,719,0.45,0.334,0.757,19.1,5,2.8,1.3,20.9,0.092,0.1,5.8
54,DEN,Tremaine Fowlkes\fowlktr01,California State University Fresno,4,103,1233,301,228,54,0.409,0.2,0.791,12,2.9,2.2,0.5,2.1,0.08,-2.1,0
55,DEN,Ryan Bowen\bowenry01,University of Iowa,10,507,6502,1319,1060,250,0.456,0.206,0.693,12.8,2.6,2.1,0.5,12.4,0.092,0,3.3
56,VAN,J.R. Henderson\hendejr01,University of California Los Angeles,1,30,331,97,47,22,0.365,0.4,0.556,11,3.2,1.6,0.7,-0.2,-0.025,-6.1,-0.3
57,UTA,Torraye Braggs\braggto01,Xavier University,2,22,178,46,51,7,0.475,0,0.667,8.1,2.1,2.3,0.3,0.3,0.071,-4.1,-0.1
58,CHI,Maceo Baston\bastoma01,University of Michigan,4,105,831,286,175,26,0.616,0.375,0.74,7.9,2.7,1.7,0.2,2.3,0.134,-1.3,0.1
